vlen,elen,workload_type,dataset_type,distance_type,dimension,num_points,num_queries,top_k,SimSecond,SimTick,SimIns,SimOp,HstInsRate,HstOpRate,CPU_CPI,CPU_IPC,L1i_TotHits,L1i_TotMisses,L1i_TotMissRate,L1i_TotAvgMissLat,L1d_TotHits,L1d_TotMisses,L1d_TotMissRate,L1d_TotAvgMissLat,L1d_ReadReqHits,L1d_ReadReqMisses,L1d_ReadReqMissRate,L1d_ReadReqAvgMissLat,L1d_WriteReqHits,L1d_WriteReqMisses,L1d_WriteReqMissRate,L1d_WriteReqAvgMissLat,L2_TotHits,L2_TotMisses,L2_TotMissRate,L2_TotAvgMissLat
512,64,rv,random,euclidean,32,1000,100,50,0.215521,215521022927,427929324,427933599,133738,133740,0.604606,1.653969,87506259,3288,0.000038,48910.121959,122575626,13573708,0.099697,24410.125006,96481130,12738034,0.116628,23922.747332,26094496,835674,0.031031,31839.138462,2671526,28940,0.010717,80795.384174
512,64,rv,random,euclidean,64,1000,100,50,0.335703,335702635212,661317422,661321739,162020,162021,0.609396,1.640968,91677891,4053,0.000044,43895.174439,185797721,10520906,0.053591,25011.131182,158408879,9598794,0.057133,24391.993744,27388842,922112,0.032571,31456.088759,6354636,30340,0.004752,80221.078148
512,64,rv,random,euclidean,128,1000,100,50,0.585813,585812763627,1145031435,1145035780,224085,224085,0.614181,1.628184,95186212,3282,0.000034,49059.689823,306846305,11352384,0.035677,25045.293549,278293874,10308040,0.035717,24429.486916,28552431,1044344,0.035286,31123.520083,9255593,38538,0.004146,76688.510016
512,64,rv,random,euclidean,8,1000,100,1,0.131154,131154089038,253071143,253075986,109522,109524,0.622149,1.607333,79585687,2955,0.000037,53514.400677,83336280,6228876,0.069546,26375.147927,60080656,5407813,0.082577,25489.625508,23255624,821063,0.034102,32207.513598,1399141,29625,0.020735,81293.751021
512,64,rv,random,euclidean,8,1000,100,10,0.131198,131198181394,253202657,253207500,113702,113705,0.622035,1.607628,79614289,2972,0.000037,53733.264805,83398096,6227702,0.069486,26370.673371,60114961,5409049,0.082551,25489.768060,23283135,818653,0.033966,32191.039257,1399792,29414,0.020581,81542.205786
512,64,rv,random,euclidean,16,1000,100,50,0.158378,158378085082,307835242,307839955,116032,116034,0.617635,1.619080,83301526,3063,0.000037,51133.363696,95668600,9720423,0.092234,25564.997929,71231539,8916488,0.111250,24979.816861,24437061,803935,0.031850,32055.273839,1868421,29228,0.015402,80885.150814
512,64,rv,random,euclidean,3072,1000,100,10,12.030489,12030489286137,22802902295,22802906598,396142,396142,0.633356,1.578890,113684862,8935,0.000079,52696.409737,5667643318,72958923,0.012709,51915.792608,5637735817,69670622,0.012207,52499.918958,29907501,3288301,0.099058,39539.660946,187997433,12467076,0.062191,83121.580529
512,64,rv,random,euclidean,2048,1000,100,10,8.143518,8143518453301,15440827351,15440831602,377447,377447,0.633135,1.579441,108988619,7611,0.000070,52836.015635,3853001006,45083279,0.011565,52693.417262,3823179491,42446248,0.010980,53565.235073,29821515,2637031,0.081243,38660.440386,124657658,8002872,0.060326,82625.304265
512,64,rv,random,euclidean,256,1000,100,100,1.123932,1123931669098,2177165420,2177169957,446001,446002,0.619731,1.613602,100462576,3397,0.000034,49073.189873,565753224,13304307,0.022976,25054.345933,535642632,12055609,0.022011,24425.603605,30110592,1248698,0.039819,31124.566005,15217975,53045,0.003474,73067.514393
512,64,rv,random,euclidean,4096,1000,100,1,16.112400,16112399745253,30495889651,30495893910,401659,401659,0.634270,1.576617,122413070,6702,0.000055,54743.213817,7447390977,221467171,0.028879,34898.786926,7418877888,215862632,0.028274,34862.065656,28513089,5604539,0.164271,36313.131614,358778496,16397846,0.043707,83038.577981
512,64,rv,random,euclidean,16,1000,100,10,0.154468,154467981416,300658089,300662802,116740,116742,0.616766,1.621360,81802064,3045,0.000037,51364.229885,93318275,9357514,0.091137,25605.498049,69408280,8572437,0.109930,25001.790644,23909995,785077,0.031791,32197.518566,1805437,29232,0.015933,80901.068452
512,64,rv,random,euclidean,512,1000,100,100,2.206028,2206028254759,4231989152,4231993611,468754,468754,0.625780,1.598006,106180629,5546,0.000052,39360.676884,1076914284,17693213,0.016164,24814.759153,1046149560,16205473,0.015254,24149.080794,30764724,1487740,0.046128,32065.779276,29258270,140328,0.004773,69812.621879
512,64,rv,random,euclidean,128,1000,100,10,0.567043,567043433530,1109219364,1109223709,217601,217602,0.613697,1.629469,93406208,3270,0.000035,49407.853823,297216108,10964116,0.035577,25087.772967,269289543,9948873,0.035629,24456.591533,27926565,1015243,0.035079,31273.034946,8838728,38557,0.004343,76690.298260
512,64,rv,random,euclidean,16,1000,100,100,0.162630,162629744571,315131357,315136070,278997,279001,0.619531,1.614123,85230955,3092,0.000036,50363.093790,98189995,10063139,0.092959,25546.764573,73128817,9245197,0.112234,24980.438679,25061178,817942,0.031606,31947.945168,1926026,29296,0.014983,80943.840319
512,64,rv,random,euclidean,32,1000,100,100,0.221670,221670091482,438729616,438733891,314389,314392,0.606548,1.648674,89654961,3319,0.000037,48094.644170,125897723,14066195,0.100499,24422.591243,99118121,13210527,0.117606,23949.470270,26779602,855668,0.030963,31727.033373,2753896,30202,0.010848,80775.919542
