vlen,elen,workload_type,dataset_type,distance_type,dimension,num_points,num_queries,top_k,SimSecond,SimTick,SimIns,SimOp,HstInsRate,HstOpRate,CPU_CPI,CPU_IPC,L1i_TotHits,L1i_TotMisses,L1i_TotMissRate,L1i_TotAvgMissLat,L1d_TotHits,L1d_TotMisses,L1d_TotMissRate,L1d_TotAvgMissLat,L1d_ReadReqHits,L1d_ReadReqMisses,L1d_ReadReqMissRate,L1d_ReadReqAvgMissLat,L1d_WriteReqHits,L1d_WriteReqMisses,L1d_WriteReqMissRate,L1d_WriteReqAvgMissLat,L2_TotHits,L2_TotMisses,L2_TotMissRate,L2_TotAvgMissLat
1024,64,rvv,random,euclidean,256,1000,100,5,0.178723,178723380374,347220079,347238498,31818,31820,0.617919,1.618335,87814486,5019,0.000057,41233.582985,123189586,18793937,0.132367,39097.280527,94664143,17616931,0.156900,39590.365649,28516984,1176903,0.039635,31716.647742,13992590,56728,0.004038,83003.824267
1024,64,rvv,random,euclidean,256,1000,100,100,0.188028,188028146145,363763522,363781941,36820,36822,0.620524,1.611541,91949086,3794,0.000041,48047.677122,129777464,20219420,0.134799,39279.101146,99912249,18985466,0.159679,39784.357638,29856764,1233843,0.039685,31504.842877,15226401,56636,0.003706,83758.962444
1024,64,rvv,random,euclidean,16,1000,100,10,0.119926,119925923768,228583618,228588101,32626,32627,0.629829,1.587731,69655171,2666,0.000038,58591.520255,78156218,3852714,0.046979,28364.658418,54324917,3079299,0.053642,27277.791298,23831252,773271,0.031428,32690.811837,1771776,32398,0.017957,83159.297950
1024,64,rvv,random,euclidean,64,1000,100,100,0.153416,153415839941,276358057,276364256,37222,37223,0.666428,1.500538,84448750,3567,0.000042,47763.337258,97877200,7318851,0.069573,29926.603817,69951560,6372412,0.083492,29675.864936,27923596,946293,0.032778,31611.632150,6338508,34054,0.005344,81608.401069
1024,64,rvv,random,euclidean,8,1000,100,100,0.127128,127127843514,231983185,231987798,47018,47019,0.657869,1.520060,72712915,2927,0.000040,54858.186881,79980902,3352004,0.040224,28028.165995,55840171,2529787,0.043341,26491.436050,24140729,822088,0.032933,32755.740214,1455235,32892,0.022103,83661.835218
1024,64,rvv,random,euclidean,256,1000,100,50,0.183171,183171089745,355479602,355498021,32105,32106,0.618582,1.616601,89657799,3647,0.000041,49620.259117,126454674,19596355,0.134175,39306.950398,97316559,18387341,0.158917,39810.379282,29129664,1208903,0.039847,31650.119794,14713911,56622,0.003833,84190.836495
1024,64,rvv,random,euclidean,512,1000,100,50,0.228449,228448989671,455344165,455376506,34980,34982,0.602288,1.660334,88801546,2832,0.000032,59145.058969,159308235,41072986,0.204974,42272.188969,129648183,39610185,0.234022,42615.974780,29643060,1462735,0.047025,32962.908574,30041622,199863,0.006609,85013.075181
1024,64,rvv,random,euclidean,16,1000,100,50,0.122653,122652883381,233131630,233136113,33429,33430,0.631585,1.583319,71143386,2683,0.000038,57470.169586,80009378,3945233,0.046992,28340.108233,55682979,3152911,0.053588,27287.941994,24326350,792178,0.031538,32525.888593,1833880,32399,0.017360,83119.167814
1024,64,rvv,random,euclidean,1024,1000,100,5,0.394102,394101694574,620664585,620724674,36565,36569,0.762266,1.311879,92346961,6221,0.000067,47600.038258,192736297,89116711,0.316182,61274.418965,163794478,87226639,0.347487,61812.391630,28907835,1890006,0.061368,36447.045942,47031462,16674352,0.261740,102806.151699
1024,64,rvv,random,euclidean,512,1000,100,10,0.222151,222150524232,444172479,444204820,34481,34483,0.600414,1.665518,87007675,2796,0.000032,59589.292561,155132908,39365430,0.202395,42229.312213,126081772,37935182,0.231288,42573.087370,29034144,1430182,0.046946,33111.055450,28713465,180573,0.006249,84851.954938
1024,64,rvv,random,euclidean,2048,1000,100,10,0.760788,760788050505,984351625,984467758,38827,38832,0.927830,1.077784,96831800,11945,0.000123,41457.806781,270015092,191871156,0.415408,74458.759148,241161644,189186621,0.439613,74966.012677,28785480,2684469,0.085303,38711.262142,76135925,58258717,0.433490,106267.840108
1024,64,rvv,random,euclidean,128,1000,100,100,0.166746,166745545092,309551389,309561616,37758,37759,0.646661,1.546406,88184959,3368,0.000038,49609.997625,109746661,11780033,0.096934,33232.595677,80658885,10710884,0.117226,33449.082957,29083649,1068962,0.035452,31059.919494,9316507,41096,0.004392,78469.359670
1024,64,rvv,random,euclidean,3072,1000,100,10,1.101751,1101751372267,1329365344,1329537529,42533,42539,0.994934,1.005092,100854687,9055,0.000090,47947.958366,341554614,293182087,0.461896,77359.201027,313088068,289791110,0.480679,77800.387845,28364594,3390911,0.106782,39655.677520,105559716,97290309,0.479617,106429.007589
1024,64,rvv,random,euclidean,8,1000,100,1,0.121929,121928981391,223590316,223594929,30537,30538,0.654650,1.527535,69881864,2868,0.000041,55500.222455,76446583,3229148,0.040529,28067.844938,53255664,2423904,0.043533,26479.278787,23190917,805115,0.033552,32849.049564,1377894,33022,0.023405,83204.684998
1024,64,rvv,random,euclidean,4096,1000,100,1,1.544783,1544783424366,1691252003,1691480144,47279,47285,1.096514,0.911981,110696330,7701,0.000070,50780.116998,287810089,522749362,0.644924,63515.554831,261065016,517128122,0.664524,63806.445404,26614992,5615319,0.174225,36768.749908,228056755,136003971,0.373575,97113.514817
1024,64,rvv,random,euclidean,4096,1000,100,50,1.605397,1605397244136,1743478394,1743706535,46497,46503,1.105404,0.904647,112076041,7262,0.000065,48996.504820,296992624,539745650,0.645059,64057.815804,269712641,533975472,0.664406,64355.013458,27149921,5764238,0.175129,36568.365037,231953260,143959276,0.382959,97201.414966
128,64,rvv,random,euclidean,16,1000,100,5,0.123444,123444400814,252510985,252523116,34586,34588,0.586876,1.703938,67833434,2648,0.000039,57516.636707,78773596,5239436,0.062365,27871.498653,54946202,4465708,0.075165,27006.561668,23827394,773728,0.031451,32863.635442,1765309,32299,0.017968,83971.922536
128,64,rvv,random,euclidean,512,1000,100,1,0.369154,369154456629,1673826167,1674055370,83023,83035,0.264760,3.777002,81543701,2687,0.000033,60696.775958,341418003,20657301,0.057052,26194.007963,312258592,19248803,0.058064,25721.728597,29159411,1408498,0.046078,32648.268083,27062322,173554,0.006372,69524.533546
128,64,rvv,random,euclidean,1024,1000,100,10,0.658852,658851592238,3074072544,3074525495,99332,99347,0.257293,3.886615,86034217,2745,0.000032,61358.871038,585813815,43036636,0.068437,37607.187270,556640076,41160930,0.068854,37674.045099,29173739,1875706,0.060410,36140.043488,46765133,15371718,0.247385,43615.411695
128,64,rvv,random,euclidean,3072,1000,100,100,1.879889,1879889088462,9212998919,9214347966,182297,182324,0.244955,4.082383,100066549,9801,0.000098,45297.062851,1654443407,141354926,0.078714,44495.541287,1623965481,137908893,0.078274,44619.450453,30477926,3446033,0.101581,39536.744917,111938585,99946215,0.471701,39566.691385
128,64,rvv,random,euclidean,32,1000,100,1,0.138296,138295985303,304532222,304551241,35126,35128,0.545169,1.834293,71887172,2664,0.000037,56845.058183,87838211,7949962,0.082995,27879.518658,62418011,7148328,0.102756,27390.122496,25420200,801634,0.030571,32243.560463,2601151,32747,0.012433,81651.461661
128,64,rvv,random,euclidean,8,1000,100,5,0.121871,121870775516,231671568,231679829,33224,33225,0.631512,1.583500,68391836,2813,0.000041,57958.795592,76230665,3713706,0.046454,27832.618842,53030859,2904080,0.051919,26507.632847,23199806,809626,0.033721,32585.264296,1378319,33086,0.023442,81876.384574
128,64,rvv,random,euclidean,128,1000,100,50,0.207317,207316942539,594767970,594829059,49527,49532,0.418449,2.389779,78642589,3102,0.000039,52640.121857,143111358,12104005,0.077982,26698.366951,114704809,11055788,0.087911,26256.354409,28406549,1048217,0.035587,31360.375834,9037666,41902,0.004615,79961.364827
128,64,rvv,random,euclidean,512,1000,100,5,0.369180,369180422072,1673901575,1674130778,82429,82440,0.264767,3.776907,81565096,2706,0.000033,60752.358463,341444668,20660229,0.057056,26192.802622,312274188,19251199,0.058069,25720.416792,29170480,1409030,0.046078,32646.883526,27063822,173592,0.006373,69443.361601
128,64,rvv,random,euclidean,64,1000,100,5,0.171274,171273841382,396116207,396149268,40596,40600,0.519067,1.926534,74590515,3543,0.000047,47892.680215,104204029,10397324,0.090726,26867.982640,77534315,9491602,0.109066,26384.112389,26669714,905722,0.032845,31938.748111,5917142,33839,0.005686,82183.681167
128,64,rvv,random,euclidean,4096,1000,100,5,2.451643,2451642922078,11606041895,11607838898,193734,193764,0.253588,3.943410,105298158,11123,0.000106,45969.947137,1951837385,303059520,0.134401,34017.250058,1924228281,297450925,0.133886,33963.661907,27609104,5608595,0.168844,36859.288944,247471936,125823808,0.337062,36487.082815
128,64,rvv,random,euclidean,8,1000,100,10,0.121806,121805966450,231716005,231724266,31556,31557,0.631055,1.584647,68436535,2812,0.000041,56950.006046,76239272,3705310,0.046348,27918.568800,53022739,2905213,0.051946,26510.268088,23216533,800097,0.033314,33032.215690,1381491,32969,0.023309,83808.854530
128,64,rvv,random,euclidean,128,1000,100,1,0.201713,201713345708,577901428,577962517,49018,49023,0.419021,2.386515,77041485,3096,0.000040,53028.414083,139172505,11627150,0.077103,26719.603067,111379558,10607253,0.086954,26257.600453,27792947,1019897,0.035397,31524.577112,8611086,41731,0.004823,80785.938775
128,64,rvv,random,euclidean,16,1000,100,1,0.123423,123423316751,252435586,252447717,32656,32657,0.586951,1.703721,67816160,2648,0.000039,57734.324018,78742726,5239298,0.062386,27871.509364,54926985,4465517,0.075187,27006.592519,23815741,773781,0.031468,32862.974490,1765208,32292,0.017965,83976.195559
128,64,rvv,random,euclidean,3072,1000,100,5,1.766260,1766260114073,8722168023,8723517070,180078,180106,0.243100,4.113531,94487292,8967,0.000095,45724.054645,1571526974,131253947,0.077082,43974.831970,1542374608,127925429,0.076588,44083.697994,29152366,3328518,0.102476,39790.767814,110635779,90311018,0.449428,39572.788847
128,64,rvv,random,euclidean,4096,1000,100,10,2.451349,2451348883907,11606086308,11607883311,202142,202174,0.253556,3.943898,104847209,10204,0.000097,45828.388083,1951852416,303071560,0.134404,34015.200306,1924240964,297458113,0.133888,33961.801512,27611452,5613447,0.168953,36844.817238,247470833,125823449,0.337062,36485.849129
128,64,rvv,random,euclidean,1024,1000,100,50,0.682786,682786312852,3175769692,3176222643,107681,107697,0.258102,3.874442,87832706,2750,0.000031,61951.573091,604015098,44973225,0.069297,38045.308396,574231643,43053331,0.069746,38138.659940,29783455,1919894,0.060558,35951.914223,47774254,16682826,0.258821,43585.419364
128,64,rvv,random,euclidean,256,1000,100,10,0.259512,259511763756,939162707,939279988,63304,63312,0.331720,3.014594,80119762,3902,0.000049,46604.023065,207330910,13714030,0.062042,26559.181607,178750006,12532496,0.065518,26069.769474,28580904,1181534,0.039699,31750.361544,13832368,57920,0.004170,79400.425967
128,64,rvv,random,euclidean,8,1000,100,50,0.124142,124142194918,235727052,235735313,33819,33820,0.632215,1.581740,69699672,2806,0.000040,57251.383464,77836859,3776866,0.046277,27901.740229,54195773,2964331,0.051860,26527.389495,23641086,812535,0.033228,32915.715609,1414446,32968,0.022777,83797.095305
128,64,rvv,random,euclidean,64,1000,100,1,0.171263,171263485526,396040807,396073868,40047,40051,0.519134,1.926283,74565062,3524,0.000047,47684.758797,104183233,10396422,0.090735,26869.015879,77525810,9490009,0.109061,26385.396476,26657423,906413,0.032884,31932.438937,5916294,33839,0.005687,82160.073879
128,64,rvv,random,euclidean,32,1000,100,5,0.138310,138310234601,304607622,304626641,36322,36324,0.545090,1.834558,71899725,2673,0.000037,56766.784138,87864155,7950430,0.082977,27879.716430,62432210,7148941,0.102742,27390.251107,25431945,801489,0.030552,32245.538929,2601343,32738,0.012429,81648.898070
128,64,rvv,random,euclidean,2048,1000,100,100,1.307237,1307237210041,6286381100,6287282095,153703,153725,0.249637,4.005819,94404621,7784,0.000082,46659.664568,1148761578,92881516,0.074805,44293.074927,1118136582,90119122,0.074586,44471.935146,30624996,2762394,0.082738,38458.018121,79763548,60431713,0.431054,40895.088827
128,64,rvv,random,euclidean,128,1000,100,5,0.201740,201739525232,577976835,578037924,49055,49060,0.419021,2.386516,77070430,3102,0.000040,53353.354610,139198722,11628625,0.077099,26719.013693,111393687,10609215,0.086959,26256.880013,27805035,1019410,0.035366,31528.536426,8612064,41726,0.004822,80777.112999
128,64,rvv,random,euclidean,2048,1000,100,50,1.273497,1273496514220,6151216901,6152117896,147293,147315,0.248537,4.023540,92499862,4691,0.000051,52288.640588,1125023238,90020616,0.074088,44027.135867,1095136283,87298903,0.073830,44196.996680,29886955,2721713,0.083466,38578.852900,79373827,57802848,0.421375,40895.094265
